
Predictions were generated on 29-Mar-2021 at 17:16:10 using AeroDyn_driver
 AeroDyn

Case 1: WndSpeed=12 m/s; ShearExp=0 ; RotSpeed=72.004 rpm; Pitch=0 deg; Yaw=0 deg; dT=0.1 s; Tmax=5 s

     Time           	RtAeroPwr           	RtAeroFxh           	RtAeroMxh           	B1N1Fx              	B1N2Fx              	B1N3Fx              	B1N4Fx              	B1N5Fx              	B1N6Fx              	B1N7Fx              	B1N8Fx              	B1N9Fx              	B1N1Fy              	B1N2Fy              	B1N3Fy              	B1N4Fy              	B1N5Fy              	B1N6Fy              	B1N7Fy              	B1N8Fy              	B1N9Fy              	AB1N001Fx           	AB1N002Fx           	AB1N003Fx           	AB1N004Fx           	AB1N005Fx           	AB1N006Fx           	AB1N007Fx           	AB1N008Fx           	AB1N009Fx           	AB1N010Fx           	AB1N011Fx           	AB1N012Fx           	AB1N013Fx           	AB1N014Fx           	AB1N015Fx           	AB1N016Fx           	AB1N017Fx           	AB1N018Fx           	AB1N019Fx           	AB1N020Fx           	AB1N021Fx           	AB1N022Fx           	AB1N023Fx           	AB1N024Fx           	AB1N025Fx           	AB1N026Fx           	AB1N027Fx           	AB1N028Fx           	AB1N029Fx           	AB1N030Fx           	AB1N031Fx           	AB1N032Fx           	AB1N033Fx           	AB1N034Fx           	AB1N035Fx           	AB1N036Fx           	AB1N037Fx           	AB1N038Fx           	AB1N039Fx           	AB1N040Fx           	AB1N041Fx           	AB1N042Fx           	AB1N043Fx           	AB1N044Fx           	AB1N045Fx           	AB1N046Fx           	AB1N047Fx           	AB1N048Fx           	AB1N049Fx           	AB1N050Fx           	AB1N051Fx           	AB1N052Fx           	AB1N053Fx           	AB1N054Fx           	AB1N055Fx           	AB1N056Fx           	AB1N057Fx           	AB1N058Fx           	AB1N059Fx           	AB1N060Fx           	AB1N061Fx           	AB1N062Fx           	AB1N063Fx           	AB1N064Fx           	AB1N065Fx           	AB1N066Fx           	AB1N067Fx           	AB1N068Fx           	AB1N069Fx           	AB1N070Fx           	AB1N071Fx           	AB1N072Fx           	AB1N073Fx           	AB1N074Fx           	AB1N075Fx           	AB1N076Fx           	AB1N077Fx           	AB1N078Fx           	AB1N079Fx           	AB1N080Fx           	AB1N081Fx           	AB1N082Fx           	AB1N083Fx           	AB1N084Fx           	AB1N085Fx           	AB1N086Fx           	AB1N087Fx           	AB1N088Fx           	AB1N089Fx           	AB1N090Fx           	AB1N091Fx           	AB1N092Fx           	AB1N093Fx           	AB1N094Fx           	AB1N095Fx           	AB1N096Fx           	AB1N097Fx           	AB1N098Fx           	AB1N099Fx           	AB1N100Fx           	AB2N001Fx           	AB2N002Fx           	AB2N003Fx           	AB2N004Fx           	AB2N005Fx           	AB2N006Fx           	AB2N007Fx           	AB2N008Fx           	AB2N009Fx           	AB2N010Fx           	AB2N011Fx           	AB2N012Fx           	AB2N013Fx           	AB2N014Fx           	AB2N015Fx           	AB2N016Fx           	AB2N017Fx           	AB2N018Fx           	AB2N019Fx           	AB2N020Fx           	AB2N021Fx           	AB2N022Fx           	AB2N023Fx           	AB2N024Fx           	AB2N025Fx           	AB2N026Fx           	AB2N027Fx           	AB2N028Fx           	AB2N029Fx           	AB2N030Fx           	AB2N031Fx           	AB2N032Fx           	AB2N033Fx           	AB2N034Fx           	AB2N035Fx           	AB2N036Fx           	AB2N037Fx           	AB2N038Fx           	AB2N039Fx           	AB2N040Fx           	AB2N041Fx           	AB2N042Fx           	AB2N043Fx           	AB2N044Fx           	AB2N045Fx           	AB2N046Fx           	AB2N047Fx           	AB2N048Fx           	AB2N049Fx           	AB2N050Fx           	AB2N051Fx           	AB2N052Fx           	AB2N053Fx           	AB2N054Fx           	AB2N055Fx           	AB2N056Fx           	AB2N057Fx           	AB2N058Fx           	AB2N059Fx           	AB2N060Fx           	AB2N061Fx           	AB2N062Fx           	AB2N063Fx           	AB2N064Fx           	AB2N065Fx           	AB2N066Fx           	AB2N067Fx           	AB2N068Fx           	AB2N069Fx           	AB2N070Fx           	AB2N071Fx           	AB2N072Fx           	AB2N073Fx           	AB2N074Fx           	AB2N075Fx           	AB2N076Fx           	AB2N077Fx           	AB2N078Fx           	AB2N079Fx           	AB2N080Fx           	AB2N081Fx           	AB2N082Fx           	AB2N083Fx           	AB2N084Fx           	AB2N085Fx           	AB2N086Fx           	AB2N087Fx           	AB2N088Fx           	AB2N089Fx           	AB2N090Fx           	AB2N091Fx           	AB2N092Fx           	AB2N093Fx           	AB2N094Fx           	AB2N095Fx           	AB2N096Fx           	AB2N097Fx           	AB2N098Fx           	AB2N099Fx           	AB2N100Fx           	AB1N001Fy           	AB1N002Fy           	AB1N003Fy           	AB1N004Fy           	AB1N005Fy           	AB1N006Fy           	AB1N007Fy           	AB1N008Fy           	AB1N009Fy           	AB1N010Fy           	AB1N011Fy           	AB1N012Fy           	AB1N013Fy           	AB1N014Fy           	AB1N015Fy           	AB1N016Fy           	AB1N017Fy           	AB1N018Fy           	AB1N019Fy           	AB1N020Fy           	AB1N021Fy           	AB1N022Fy           	AB1N023Fy           	AB1N024Fy           	AB1N025Fy           	AB1N026Fy           	AB1N027Fy           	AB1N028Fy           	AB1N029Fy           	AB1N030Fy           	AB1N031Fy           	AB1N032Fy           	AB1N033Fy           	AB1N034Fy           	AB1N035Fy           	AB1N036Fy           	AB1N037Fy           	AB1N038Fy           	AB1N039Fy           	AB1N040Fy           	AB1N041Fy           	AB1N042Fy           	AB1N043Fy           	AB1N044Fy           	AB1N045Fy           	AB1N046Fy           	AB1N047Fy           	AB1N048Fy           	AB1N049Fy           	AB1N050Fy           	AB1N051Fy           	AB1N052Fy           	AB1N053Fy           	AB1N054Fy           	AB1N055Fy           	AB1N056Fy           	AB1N057Fy           	AB1N058Fy           	AB1N059Fy           	AB1N060Fy           	AB1N061Fy           	AB1N062Fy           	AB1N063Fy           	AB1N064Fy           	AB1N065Fy           	AB1N066Fy           	AB1N067Fy           	AB1N068Fy           	AB1N069Fy           	AB1N070Fy           	AB1N071Fy           	AB1N072Fy           	AB1N073Fy           	AB1N074Fy           	AB1N075Fy           	AB1N076Fy           	AB1N077Fy           	AB1N078Fy           	AB1N079Fy           	AB1N080Fy           	AB1N081Fy           	AB1N082Fy           	AB1N083Fy           	AB1N084Fy           	AB1N085Fy           	AB1N086Fy           	AB1N087Fy           	AB1N088Fy           	AB1N089Fy           	AB1N090Fy           	AB1N091Fy           	AB1N092Fy           	AB1N093Fy           	AB1N094Fy           	AB1N095Fy           	AB1N096Fy           	AB1N097Fy           	AB1N098Fy           	AB1N099Fy           	AB1N100Fy           	AB2N001Fy           	AB2N002Fy           	AB2N003Fy           	AB2N004Fy           	AB2N005Fy           	AB2N006Fy           	AB2N007Fy           	AB2N008Fy           	AB2N009Fy           	AB2N010Fy           	AB2N011Fy           	AB2N012Fy           	AB2N013Fy           	AB2N014Fy           	AB2N015Fy           	AB2N016Fy           	AB2N017Fy           	AB2N018Fy           	AB2N019Fy           	AB2N020Fy           	AB2N021Fy           	AB2N022Fy           	AB2N023Fy           	AB2N024Fy           	AB2N025Fy           	AB2N026Fy           	AB2N027Fy           	AB2N028Fy           	AB2N029Fy           	AB2N030Fy           	AB2N031Fy           	AB2N032Fy           	AB2N033Fy           	AB2N034Fy           	AB2N035Fy           	AB2N036Fy           	AB2N037Fy           	AB2N038Fy           	AB2N039Fy           	AB2N040Fy           	AB2N041Fy           	AB2N042Fy           	AB2N043Fy           	AB2N044Fy           	AB2N045Fy           	AB2N046Fy           	AB2N047Fy           	AB2N048Fy           	AB2N049Fy           	AB2N050Fy           	AB2N051Fy           	AB2N052Fy           	AB2N053Fy           	AB2N054Fy           	AB2N055Fy           	AB2N056Fy           	AB2N057Fy           	AB2N058Fy           	AB2N059Fy           	AB2N060Fy           	AB2N061Fy           	AB2N062Fy           	AB2N063Fy           	AB2N064Fy           	AB2N065Fy           	AB2N066Fy           	AB2N067Fy           	AB2N068Fy           	AB2N069Fy           	AB2N070Fy           	AB2N071Fy           	AB2N072Fy           	AB2N073Fy           	AB2N074Fy           	AB2N075Fy           	AB2N076Fy           	AB2N077Fy           	AB2N078Fy           	AB2N079Fy           	AB2N080Fy           	AB2N081Fy           	AB2N082Fy           	AB2N083Fy           	AB2N084Fy           	AB2N085Fy           	AB2N086Fy           	AB2N087Fy           	AB2N088Fy           	AB2N089Fy           	AB2N090Fy           	AB2N091Fy           	AB2N092Fy           	AB2N093Fy           	AB2N094Fy           	AB2N095Fy           	AB2N096Fy           	AB2N097Fy           	AB2N098Fy           	AB2N099Fy           	AB2N100Fy           
      (s)           	(W)                 	(N)                 	(N-m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               
         0.0000	           1.230E+04	           1.867E+03	           1.631E+03	           0.000E+00	           1.190E+02	           1.780E+02	           1.934E+02	           2.298E+02	           3.219E+02	           3.358E+02	           3.456E+02	           3.395E+02	          -9.980E-01	           5.261E+01	           4.262E+01	           3.903E+01	           3.225E+01	           9.425E+01	           9.261E+01	           8.798E+01	           8.042E+01	           0.000E+00	           9.149E+00	           9.884E+01	           1.021E+02	           1.053E+02	           1.086E+02	           1.120E+02	           1.154E+02	           1.190E+02	           1.226E+02	           1.259E+02	           1.290E+02	           1.320E+02	           1.350E+02	           1.380E+02	           1.411E+02	           1.441E+02	           1.471E+02	           1.501E+02	           1.530E+02	           1.558E+02	           1.586E+02	           1.614E+02	           1.643E+02	           1.671E+02	           1.699E+02	           1.727E+02	           1.754E+02	           1.780E+02	           1.806E+02	           1.832E+02	           1.858E+02	           1.883E+02	           1.909E+02	           1.934E+02	           1.959E+02	           1.984E+02	           2.009E+02	           2.033E+02	           2.057E+02	           2.080E+02	           2.103E+02	           2.125E+02	           2.154E+02	           2.190E+02	           2.226E+02	           2.262E+02	           2.298E+02	           2.339E+02	           2.405E+02	           2.472E+02	           2.540E+02	           2.613E+02	           2.657E+02	           2.695E+02	           2.734E+02	           2.773E+02	           2.813E+02	           2.863E+02	           2.915E+02	           2.969E+02	           3.022E+02	           3.063E+02	           3.095E+02	           3.127E+02	           3.158E+02	           3.189E+02	           3.219E+02	           3.246E+02	           3.265E+02	           3.284E+02	           3.303E+02	           3.321E+02	           3.339E+02	           3.358E+02	           3.376E+02	           3.391E+02	           3.403E+02	           3.414E+02	           3.424E+02	           3.434E+02	           3.442E+02	           3.450E+02	           3.456E+02	           3.456E+02	           3.455E+02	           3.452E+02	           3.446E+02	           3.439E+02	           3.428E+02	           3.414E+02	           3.395E+02	           3.372E+02	           3.340E+02	           3.335E+02	           3.324E+02	           3.268E+02	           3.148E+02	           2.808E+02	          -9.642E+01	           0.000E+00	           8.812E+00	           9.529E+01	           9.850E+01	           1.016E+02	           1.048E+02	           1.081E+02	           1.115E+02	           1.150E+02	           1.185E+02	           1.218E+02	           1.248E+02	           1.278E+02	           1.307E+02	           1.337E+02	           1.367E+02	           1.397E+02	           1.427E+02	           1.456E+02	           1.485E+02	           1.513E+02	           1.541E+02	           1.568E+02	           1.596E+02	           1.624E+02	           1.652E+02	           1.679E+02	           1.707E+02	           1.733E+02	           1.759E+02	           1.784E+02	           1.810E+02	           1.835E+02	           1.861E+02	           1.886E+02	           1.911E+02	           1.935E+02	           1.960E+02	           1.984E+02	           2.007E+02	           2.038E+02	           2.074E+02	           2.110E+02	           2.146E+02	           2.182E+02	           2.223E+02	           2.289E+02	           2.356E+02	           2.424E+02	           2.493E+02	           2.534E+02	           2.572E+02	           2.613E+02	           2.653E+02	           2.693E+02	           2.743E+02	           2.795E+02	           2.846E+02	           2.899E+02	           2.941E+02	           2.973E+02	           3.006E+02	           3.038E+02	           3.071E+02	           3.102E+02	           3.131E+02	           3.153E+02	           3.175E+02	           3.196E+02	           3.215E+02	           3.234E+02	           3.253E+02	           3.271E+02	           3.287E+02	           3.303E+02	           3.318E+02	           3.330E+02	           3.342E+02	           3.354E+02	           3.364E+02	           3.374E+02	           3.378E+02	           3.382E+02	           3.383E+02	           3.384E+02	           3.383E+02	           3.380E+02	           3.375E+02	           3.368E+02	           3.357E+02	           3.343E+02	           3.325E+02	           3.308E+02	           3.311E+02	           3.308E+02	           3.285E+02	           3.219E+02	           3.098E+02	           2.745E+02	          -9.642E+01	          -9.980E-01	          -5.076E+00	           5.365E+01	           5.390E+01	           5.344E+01	           5.326E+01	           5.308E+01	           5.286E+01	           5.261E+01	           5.232E+01	           5.197E+01	           5.158E+01	           5.116E+01	           5.072E+01	           5.027E+01	           4.979E+01	           4.930E+01	           4.879E+01	           4.827E+01	           4.773E+01	           4.718E+01	           4.663E+01	           4.608E+01	           4.551E+01	           4.495E+01	           4.438E+01	           4.380E+01	           4.321E+01	           4.262E+01	           4.202E+01	           4.142E+01	           4.082E+01	           4.023E+01	           3.963E+01	           3.903E+01	           3.843E+01	           3.783E+01	           3.724E+01	           3.664E+01	           3.604E+01	           3.545E+01	           3.486E+01	           3.428E+01	           3.380E+01	           3.343E+01	           3.305E+01	           3.266E+01	           3.225E+01	           3.284E+01	           3.821E+01	           4.359E+01	           4.900E+01	           5.478E+01	           6.114E+01	           6.768E+01	           7.433E+01	           8.110E+01	           8.804E+01	           8.995E+01	           9.082E+01	           9.170E+01	           9.255E+01	           9.306E+01	           9.332E+01	           9.357E+01	           9.381E+01	           9.404E+01	           9.425E+01	           9.430E+01	           9.404E+01	           9.377E+01	           9.348E+01	           9.318E+01	           9.288E+01	           9.261E+01	           9.230E+01	           9.195E+01	           9.156E+01	           9.115E+01	           9.072E+01	           9.027E+01	           8.980E+01	           8.930E+01	           8.875E+01	           8.798E+01	           8.717E+01	           8.631E+01	           8.539E+01	           8.440E+01	           8.333E+01	           8.207E+01	           8.042E+01	           7.858E+01	           7.640E+01	           7.386E+01	           7.048E+01	           6.570E+01	           5.821E+01	           4.341E+01	          -4.002E+00	          -9.980E-01	          -4.994E+00	           5.096E+01	           5.120E+01	           5.075E+01	           5.058E+01	           5.040E+01	           5.018E+01	           4.994E+01	           4.966E+01	           4.932E+01	           4.895E+01	           4.854E+01	           4.812E+01	           4.768E+01	           4.723E+01	           4.676E+01	           4.627E+01	           4.576E+01	           4.525E+01	           4.473E+01	           4.420E+01	           4.367E+01	           4.313E+01	           4.259E+01	           4.204E+01	           4.148E+01	           4.092E+01	           4.036E+01	           3.978E+01	           3.921E+01	           3.864E+01	           3.807E+01	           3.750E+01	           3.692E+01	           3.635E+01	           3.578E+01	           3.521E+01	           3.463E+01	           3.406E+01	           3.361E+01	           3.322E+01	           3.284E+01	           3.245E+01	           3.208E+01	           3.271E+01	           3.807E+01	           4.344E+01	           4.883E+01	           5.424E+01	           6.005E+01	           6.596E+01	           7.231E+01	           7.891E+01	           8.559E+01	           8.744E+01	           8.828E+01	           8.911E+01	           8.994E+01	           9.049E+01	           9.079E+01	           9.109E+01	           9.137E+01	           9.165E+01	           9.191E+01	           9.203E+01	           9.186E+01	           9.168E+01	           9.147E+01	           9.124E+01	           9.099E+01	           9.073E+01	           9.046E+01	           9.018E+01	           8.992E+01	           8.962E+01	           8.929E+01	           8.893E+01	           8.856E+01	           8.817E+01	           8.776E+01	           8.715E+01	           8.651E+01	           8.583E+01	           8.511E+01	           8.435E+01	           8.354E+01	           8.268E+01	           8.170E+01	           8.041E+01	           7.898E+01	           7.741E+01	           7.567E+01	           7.369E+01	           7.116E+01	           6.781E+01	           6.314E+01	           5.581E+01	           4.121E+01	          -4.002E+00
