
Predictions were generated on 29-Mar-2021 at 17:22:48 using AeroDyn_driver
 AeroDyn

Case 1: WndSpeed=12 m/s; ShearExp=0 ; RotSpeed=9.6052 rpm; Pitch=0 deg; Yaw=0 deg; dT=0.1 s; Tmax=1 s

     Time           	RtAeroPwr           	RtAeroFxh           	RtAeroMxh           	RtAeroCp            	RtAeroCq            	RtAeroCt            	B1N1Fn              	B1N2Fn              	B1N3Fn              	B1N4Fn              	B1N5Fn              	B1N6Fn              	B1N7Fn              	B1N8Fn              	B1N9Fn              	B1N1Ft              	B1N2Ft              	B1N3Ft              	B1N4Ft              	B1N5Ft              	B1N6Ft              	B1N7Ft              	B1N8Ft              	B1N9Ft              	B1N1Cn              	B1N2Cn              	B1N3Cn              	B1N4Cn              	B1N5Cn              	B1N6Cn              	B1N7Cn              	B1N8Cn              	B1N9Cn              	B1N1Ct              	B1N2Ct              	B1N3Ct              	B1N4Ct              	B1N5Ct              	B1N6Ct              	B1N7Ct              	B1N8Ct              	B1N9Ct              	AB1N001VUndx        	AB1N002VUndx        	AB1N003VUndx        	AB1N004VUndx        	AB1N005VUndx        	AB1N006VUndx        	AB1N007VUndx        	AB1N008VUndx        	AB1N009VUndx        	AB1N010VUndx        	AB1N011VUndx        	AB1N012VUndx        	AB1N013VUndx        	AB1N014VUndx        	AB1N015VUndx        	AB1N016VUndx        	AB1N017VUndx        	AB1N018VUndx        	AB1N019VUndx        	AB1N020VUndx        	AB1N021VUndx        	AB1N022VUndx        	AB1N023VUndx        	AB1N024VUndx        	AB1N025VUndx        	AB1N026VUndx        	AB1N027VUndx        	AB1N028VUndx        	AB1N029VUndx        	AB1N030VUndx        	AB1N031VUndx        	AB1N032VUndx        	AB1N033VUndx        	AB1N034VUndx        	AB1N035VUndx        	AB1N036VUndx        	AB1N037VUndx        	AB1N038VUndx        	AB1N039VUndx        	AB1N040VUndx        	AB1N001VUndy        	AB1N002VUndy        	AB1N003VUndy        	AB1N004VUndy        	AB1N005VUndy        	AB1N006VUndy        	AB1N007VUndy        	AB1N008VUndy        	AB1N009VUndy        	AB1N010VUndy        	AB1N011VUndy        	AB1N012VUndy        	AB1N013VUndy        	AB1N014VUndy        	AB1N015VUndy        	AB1N016VUndy        	AB1N017VUndy        	AB1N018VUndy        	AB1N019VUndy        	AB1N020VUndy        	AB1N021VUndy        	AB1N022VUndy        	AB1N023VUndy        	AB1N024VUndy        	AB1N025VUndy        	AB1N026VUndy        	AB1N027VUndy        	AB1N028VUndy        	AB1N029VUndy        	AB1N030VUndy        	AB1N031VUndy        	AB1N032VUndy        	AB1N033VUndy        	AB1N034VUndy        	AB1N035VUndy        	AB1N036VUndy        	AB1N037VUndy        	AB1N038VUndy        	AB1N039VUndy        	AB1N040VUndy        	AB1N001VUndz        	AB1N002VUndz        	AB1N003VUndz        	AB1N004VUndz        	AB1N005VUndz        	AB1N006VUndz        	AB1N007VUndz        	AB1N008VUndz        	AB1N009VUndz        	AB1N010VUndz        	AB1N011VUndz        	AB1N012VUndz        	AB1N013VUndz        	AB1N014VUndz        	AB1N015VUndz        	AB1N016VUndz        	AB1N017VUndz        	AB1N018VUndz        	AB1N019VUndz        	AB1N020VUndz        	AB1N021VUndz        	AB1N022VUndz        	AB1N023VUndz        	AB1N024VUndz        	AB1N025VUndz        	AB1N026VUndz        	AB1N027VUndz        	AB1N028VUndz        	AB1N029VUndz        	AB1N030VUndz        	AB1N031VUndz        	AB1N032VUndz        	AB1N033VUndz        	AB1N034VUndz        	AB1N035VUndz        	AB1N036VUndz        	AB1N037VUndz        	AB1N038VUndz        	AB1N039VUndz        	AB1N040VUndz        	AB1N001Ft           	AB1N002Ft           	AB1N003Ft           	AB1N004Ft           	AB1N005Ft           	AB1N006Ft           	AB1N007Ft           	AB1N008Ft           	AB1N009Ft           	AB1N010Ft           	AB1N011Ft           	AB1N012Ft           	AB1N013Ft           	AB1N014Ft           	AB1N015Ft           	AB1N016Ft           	AB1N017Ft           	AB1N018Ft           	AB1N019Ft           	AB1N020Ft           	AB1N021Ft           	AB1N022Ft           	AB1N023Ft           	AB1N024Ft           	AB1N025Ft           	AB1N026Ft           	AB1N027Ft           	AB1N028Ft           	AB1N029Ft           	AB1N030Ft           	AB1N031Ft           	AB1N032Ft           	AB1N033Ft           	AB1N034Ft           	AB1N035Ft           	AB1N036Ft           	AB1N037Ft           	AB1N038Ft           	AB1N039Ft           	AB1N040Ft           	AB1N001Fn           	AB1N002Fn           	AB1N003Fn           	AB1N004Fn           	AB1N005Fn           	AB1N006Fn           	AB1N007Fn           	AB1N008Fn           	AB1N009Fn           	AB1N010Fn           	AB1N011Fn           	AB1N012Fn           	AB1N013Fn           	AB1N014Fn           	AB1N015Fn           	AB1N016Fn           	AB1N017Fn           	AB1N018Fn           	AB1N019Fn           	AB1N020Fn           	AB1N021Fn           	AB1N022Fn           	AB1N023Fn           	AB1N024Fn           	AB1N025Fn           	AB1N026Fn           	AB1N027Fn           	AB1N028Fn           	AB1N029Fn           	AB1N030Fn           	AB1N031Fn           	AB1N032Fn           	AB1N033Fn           	AB1N034Fn           	AB1N035Fn           	AB1N036Fn           	AB1N037Fn           	AB1N038Fn           	AB1N039Fn           	AB1N040Fn           	AB1N001Fy           	AB1N002Fy           	AB1N003Fy           	AB1N004Fy           	AB1N005Fy           	AB1N006Fy           	AB1N007Fy           	AB1N008Fy           	AB1N009Fy           	AB1N010Fy           	AB1N011Fy           	AB1N012Fy           	AB1N013Fy           	AB1N014Fy           	AB1N015Fy           	AB1N016Fy           	AB1N017Fy           	AB1N018Fy           	AB1N019Fy           	AB1N020Fy           	AB1N021Fy           	AB1N022Fy           	AB1N023Fy           	AB1N024Fy           	AB1N025Fy           	AB1N026Fy           	AB1N027Fy           	AB1N028Fy           	AB1N029Fy           	AB1N030Fy           	AB1N031Fy           	AB1N032Fy           	AB1N033Fy           	AB1N034Fy           	AB1N035Fy           	AB1N036Fy           	AB1N037Fy           	AB1N038Fy           	AB1N039Fy           	AB1N040Fy           	AB1N001Fx           	AB1N002Fx           	AB1N003Fx           	AB1N004Fx           	AB1N005Fx           	AB1N006Fx           	AB1N007Fx           	AB1N008Fx           	AB1N009Fx           	AB1N010Fx           	AB1N011Fx           	AB1N012Fx           	AB1N013Fx           	AB1N014Fx           	AB1N015Fx           	AB1N016Fx           	AB1N017Fx           	AB1N018Fx           	AB1N019Fx           	AB1N020Fx           	AB1N021Fx           	AB1N022Fx           	AB1N023Fx           	AB1N024Fx           	AB1N025Fx           	AB1N026Fx           	AB1N027Fx           	AB1N028Fx           	AB1N029Fx           	AB1N030Fx           	AB1N031Fx           	AB1N032Fx           	AB1N033Fx           	AB1N034Fx           	AB1N035Fx           	AB1N036Fx           	AB1N037Fx           	AB1N038Fx           	AB1N039Fx           	AB1N040Fx           	AB1N001Ct           	AB1N002Ct           	AB1N003Ct           	AB1N004Ct           	AB1N005Ct           	AB1N006Ct           	AB1N007Ct           	AB1N008Ct           	AB1N009Ct           	AB1N010Ct           	AB1N011Ct           	AB1N012Ct           	AB1N013Ct           	AB1N014Ct           	AB1N015Ct           	AB1N016Ct           	AB1N017Ct           	AB1N018Ct           	AB1N019Ct           	AB1N020Ct           	AB1N021Ct           	AB1N022Ct           	AB1N023Ct           	AB1N024Ct           	AB1N025Ct           	AB1N026Ct           	AB1N027Ct           	AB1N028Ct           	AB1N029Ct           	AB1N030Ct           	AB1N031Ct           	AB1N032Ct           	AB1N033Ct           	AB1N034Ct           	AB1N035Ct           	AB1N036Ct           	AB1N037Ct           	AB1N038Ct           	AB1N039Ct           	AB1N040Ct           	AB1N001Cn           	AB1N002Cn           	AB1N003Cn           	AB1N004Cn           	AB1N005Cn           	AB1N006Cn           	AB1N007Cn           	AB1N008Cn           	AB1N009Cn           	AB1N010Cn           	AB1N011Cn           	AB1N012Cn           	AB1N013Cn           	AB1N014Cn           	AB1N015Cn           	AB1N016Cn           	AB1N017Cn           	AB1N018Cn           	AB1N019Cn           	AB1N020Cn           	AB1N021Cn           	AB1N022Cn           	AB1N023Cn           	AB1N024Cn           	AB1N025Cn           	AB1N026Cn           	AB1N027Cn           	AB1N028Cn           	AB1N029Cn           	AB1N030Cn           	AB1N031Cn           	AB1N032Cn           	AB1N033Cn           	AB1N034Cn           	AB1N035Cn           	AB1N036Cn           	AB1N037Cn           	AB1N038Cn           	AB1N039Cn           	AB1N040Cn           	AB1N001Cy           	AB1N002Cy           	AB1N003Cy           	AB1N004Cy           	AB1N005Cy           	AB1N006Cy           	AB1N007Cy           	AB1N008Cy           	AB1N009Cy           	AB1N010Cy           	AB1N011Cy           	AB1N012Cy           	AB1N013Cy           	AB1N014Cy           	AB1N015Cy           	AB1N016Cy           	AB1N017Cy           	AB1N018Cy           	AB1N019Cy           	AB1N020Cy           	AB1N021Cy           	AB1N022Cy           	AB1N023Cy           	AB1N024Cy           	AB1N025Cy           	AB1N026Cy           	AB1N027Cy           	AB1N028Cy           	AB1N029Cy           	AB1N030Cy           	AB1N031Cy           	AB1N032Cy           	AB1N033Cy           	AB1N034Cy           	AB1N035Cy           	AB1N036Cy           	AB1N037Cy           	AB1N038Cy           	AB1N039Cy           	AB1N040Cy           	AB1N001Cx           	AB1N002Cx           	AB1N003Cx           	AB1N004Cx           	AB1N005Cx           	AB1N006Cx           	AB1N007Cx           	AB1N008Cx           	AB1N009Cx           	AB1N010Cx           	AB1N011Cx           	AB1N012Cx           	AB1N013Cx           	AB1N014Cx           	AB1N015Cx           	AB1N016Cx           	AB1N017Cx           	AB1N018Cx           	AB1N019Cx           	AB1N020Cx           	AB1N021Cx           	AB1N022Cx           	AB1N023Cx           	AB1N024Cx           	AB1N025Cx           	AB1N026Cx           	AB1N027Cx           	AB1N028Cx           	AB1N029Cx           	AB1N030Cx           	AB1N031Cx           	AB1N032Cx           	AB1N033Cx           	AB1N034Cx           	AB1N035Cx           	AB1N036Cx           	AB1N037Cx           	AB1N038Cx           	AB1N039Cx           	AB1N040Cx           	AB1N001Alpha        	AB1N002Alpha        	AB1N003Alpha        	AB1N004Alpha        	AB1N005Alpha        	AB1N006Alpha        	AB1N007Alpha        	AB1N008Alpha        	AB1N009Alpha        	AB1N010Alpha        	AB1N011Alpha        	AB1N012Alpha        	AB1N013Alpha        	AB1N014Alpha        	AB1N015Alpha        	AB1N016Alpha        	AB1N017Alpha        	AB1N018Alpha        	AB1N019Alpha        	AB1N020Alpha        	AB1N021Alpha        	AB1N022Alpha        	AB1N023Alpha        	AB1N024Alpha        	AB1N025Alpha        	AB1N026Alpha        	AB1N027Alpha        	AB1N028Alpha        	AB1N029Alpha        	AB1N030Alpha        	AB1N031Alpha        	AB1N032Alpha        	AB1N033Alpha        	AB1N034Alpha        	AB1N035Alpha        	AB1N036Alpha        	AB1N037Alpha        	AB1N038Alpha        	AB1N039Alpha        	AB1N040Alpha        
      (s)           	(W)                 	(N)                 	(N-m)               	(-)                 	(-)                 	(-)                 	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               
         0.0000	           1.078E+07	           1.251E+06	           1.072E+07	           4.108E-01	           5.518E-02	           5.723E-01	           1.278E+03	           1.823E+03	           3.706E+03	           4.820E+03	           6.607E+03	           7.786E+03	           7.902E+03	           7.485E+03	           6.478E+03	           3.309E+02	           3.355E+02	           3.976E+02	           3.359E+02	           4.343E+02	           5.995E+02	           6.333E+02	           6.149E+02	           5.098E+02	           2.200E+00	           1.250E+00	           1.149E+00	           9.027E-01	           8.777E-01	           9.488E-01	           9.687E-01	           9.814E-01	           9.596E-01	           5.696E-01	           2.301E-01	           1.232E-01	           6.291E-02	           5.769E-02	           7.305E-02	           7.764E-02	           8.063E-02	           7.551E-02	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           1.195E+01	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	           1.046E+00	          -1.507E+01	          -1.808E+02	           3.309E+02	           4.464E+02	           4.041E+02	           3.355E+02	           2.635E+02	           4.132E+02	           3.851E+02	           3.976E+02	           3.738E+02	           3.514E+02	           3.464E+02	           3.359E+02	           3.348E+02	           3.423E+02	           3.572E+02	           3.786E+02	           4.053E+02	           4.343E+02	           4.624E+02	           4.907E+02	           5.173E+02	           5.421E+02	           5.638E+02	           5.825E+02	           5.995E+02	           6.134E+02	           6.249E+02	           6.333E+02	           6.372E+02	           6.364E+02	           6.288E+02	           6.149E+02	           5.914E+02	           5.563E+02	           5.098E+02	           4.390E+02	           3.234E+02	          -3.346E+01	          -3.897E+00	           2.231E+02	           1.278E+03	           1.560E+03	           1.777E+03	           1.823E+03	           1.958E+03	           3.531E+03	           3.916E+03	           3.706E+03	           3.999E+03	           4.275E+03	           4.556E+03	           4.820E+03	           5.100E+03	           5.405E+03	           5.704E+03	           6.013E+03	           6.318E+03	           6.607E+03	           6.861E+03	           7.092E+03	           7.290E+03	           7.454E+03	           7.592E+03	           7.682E+03	           7.786E+03	           7.847E+03	           7.884E+03	           7.902E+03	           7.878E+03	           7.803E+03	           7.666E+03	           7.485E+03	           7.226E+03	           6.871E+03	           6.478E+03	           5.840E+03	           4.964E+03	           8.349E+02	          -1.556E+01	          -1.192E+02	           6.403E+02	           8.217E+02	           8.285E+02	           7.589E+02	           6.971E+02	           1.147E+03	           1.147E+03	           1.071E+03	           1.058E+03	           1.041E+03	           1.039E+03	           1.025E+03	           1.015E+03	           1.009E+03	           1.004E+03	           1.002E+03	           9.998E+02	           9.973E+02	           9.923E+02	           9.861E+02	           9.780E+02	           9.678E+02	           9.561E+02	           9.412E+02	           9.279E+02	           9.114E+02	           8.932E+02	           8.732E+02	           8.497E+02	           8.218E+02	           7.884E+02	           7.504E+02	           7.049E+02	           6.500E+02	           5.862E+02	           4.985E+02	           3.671E+02	          -2.718E+01	           0.000E+00	           2.613E+02	           1.155E+03	           1.399E+03	           1.623E+03	           1.692E+03	           1.849E+03	           3.365E+03	           3.764E+03	           3.570E+03	           3.875E+03	           4.162E+03	           4.449E+03	           4.722E+03	           5.009E+03	           5.321E+03	           5.626E+03	           5.941E+03	           6.252E+03	           6.546E+03	           6.805E+03	           7.040E+03	           7.243E+03	           7.411E+03	           7.553E+03	           7.647E+03	           7.754E+03	           7.818E+03	           7.858E+03	           7.879E+03	           7.858E+03	           7.786E+03	           7.651E+03	           7.473E+03	           7.216E+03	           6.863E+03	           6.471E+03	           5.835E+03	           4.961E+03	           8.351E+02	          -5.809E-01	          -3.778E-01	           5.696E-01	           5.461E-01	           3.658E-01	           2.301E-01	           1.424E-01	           1.824E-01	           1.416E-01	           1.232E-01	           9.949E-02	           8.164E-02	           7.167E-02	           6.291E-02	           5.758E-02	           5.462E-02	           5.375E-02	           5.416E-02	           5.567E-02	           5.769E-02	           5.985E-02	           6.225E-02	           6.462E-02	           6.704E-02	           6.918E-02	           7.139E-02	           7.305E-02	           7.476E-02	           7.634E-02	           7.764E-02	           7.874E-02	           7.973E-02	           8.044E-02	           8.063E-02	           8.016E-02	           7.886E-02	           7.551E-02	           7.047E-02	           5.696E-02	          -1.140E-02	          -1.502E-01	           4.661E-01	           2.200E+00	           1.908E+00	           1.609E+00	           1.250E+00	           1.058E+00	           1.559E+00	           1.440E+00	           1.149E+00	           1.064E+00	           9.931E-01	           9.427E-01	           9.027E-01	           8.771E-01	           8.626E-01	           8.582E-01	           8.602E-01	           8.678E-01	           8.777E-01	           8.882E-01	           8.996E-01	           9.107E-01	           9.218E-01	           9.316E-01	           9.414E-01	           9.488E-01	           9.563E-01	           9.631E-01	           9.687E-01	           9.734E-01	           9.777E-01	           9.806E-01	           9.814E-01	           9.795E-01	           9.740E-01	           9.596E-01	           9.373E-01	           8.741E-01	           2.846E-01	          -6.000E-01	          -2.490E-01	           1.102E+00	           1.005E+00	           7.500E-01	           5.205E-01	           3.766E-01	           5.065E-01	           4.219E-01	           3.321E-01	           2.816E-01	           2.419E-01	           2.151E-01	           1.920E-01	           1.745E-01	           1.610E-01	           1.511E-01	           1.433E-01	           1.373E-01	           1.325E-01	           1.285E-01	           1.251E-01	           1.222E-01	           1.197E-01	           1.173E-01	           1.153E-01	           1.131E-01	           1.111E-01	           1.091E-01	           1.071E-01	           1.050E-01	           1.030E-01	           1.009E-01	           9.839E-02	           9.555E-02	           9.214E-02	           8.684E-02	           8.002E-02	           6.465E-02	          -9.265E-03	           0.000E+00	           5.459E-01	           1.988E+00	           1.711E+00	           1.469E+00	           1.160E+00	           9.989E-01	           1.486E+00	           1.384E+00	           1.106E+00	           1.031E+00	           9.667E-01	           9.206E-01	           8.843E-01	           8.615E-01	           8.491E-01	           8.465E-01	           8.499E-01	           8.586E-01	           8.696E-01	           8.809E-01	           8.930E-01	           9.048E-01	           9.165E-01	           9.267E-01	           9.371E-01	           9.449E-01	           9.527E-01	           9.600E-01	           9.659E-01	           9.709E-01	           9.755E-01	           9.787E-01	           9.798E-01	           9.781E-01	           9.728E-01	           9.586E-01	           9.366E-01	           8.736E-01	           2.847E-01	          -1.450E+01	           5.098E+01	           2.693E+01	           2.188E+01	           1.804E+01	           1.559E+01	           1.326E+01	           7.527E+00	           6.486E+00	           6.832E+00	           6.071E+00	           5.464E+00	           4.977E+00	           4.633E+00	           4.414E+00	           4.289E+00	           4.252E+00	           4.269E+00	           4.334E+00	           4.419E+00	           4.509E+00	           4.607E+00	           4.702E+00	           4.798E+00	           4.881E+00	           4.966E+00	           5.030E+00	           5.094E+00	           5.153E+00	           5.201E+00	           5.242E+00	           5.278E+00	           5.304E+00	           5.311E+00	           5.294E+00	           5.246E+00	           5.122E+00	           4.931E+00	           4.388E+00	          -4.306E-01
