
Predictions were generated on 29-Mar-2021 at 17:22:47 using AeroDyn_driver
 AeroDyn

Case 1: WndSpeed=6 m/s; ShearExp=0 ; RotSpeed=6.0016 rpm; Pitch=0 deg; Yaw=0 deg; dT=0.1 s; Tmax=1 s

     Time           	RtAeroPwr           	RtAeroFxh           	RtAeroMxh           	RtAeroCp            	RtAeroCq            	RtAeroCt            	B1N1Fn              	B1N2Fn              	B1N3Fn              	B1N4Fn              	B1N5Fn              	B1N6Fn              	B1N7Fn              	B1N8Fn              	B1N9Fn              	B1N1Ft              	B1N2Ft              	B1N3Ft              	B1N4Ft              	B1N5Ft              	B1N6Ft              	B1N7Ft              	B1N8Ft              	B1N9Ft              	B1N1Cn              	B1N2Cn              	B1N3Cn              	B1N4Cn              	B1N5Cn              	B1N6Cn              	B1N7Cn              	B1N8Cn              	B1N9Cn              	B1N1Ct              	B1N2Ct              	B1N3Ct              	B1N4Ct              	B1N5Ct              	B1N6Ct              	B1N7Ct              	B1N8Ct              	B1N9Ct              	AB1N001VUndx        	AB1N002VUndx        	AB1N003VUndx        	AB1N004VUndx        	AB1N005VUndx        	AB1N006VUndx        	AB1N007VUndx        	AB1N008VUndx        	AB1N009VUndx        	AB1N010VUndx        	AB1N011VUndx        	AB1N012VUndx        	AB1N013VUndx        	AB1N014VUndx        	AB1N015VUndx        	AB1N016VUndx        	AB1N017VUndx        	AB1N018VUndx        	AB1N019VUndx        	AB1N020VUndx        	AB1N021VUndx        	AB1N022VUndx        	AB1N023VUndx        	AB1N024VUndx        	AB1N025VUndx        	AB1N026VUndx        	AB1N027VUndx        	AB1N028VUndx        	AB1N029VUndx        	AB1N030VUndx        	AB1N031VUndx        	AB1N032VUndx        	AB1N033VUndx        	AB1N034VUndx        	AB1N035VUndx        	AB1N036VUndx        	AB1N037VUndx        	AB1N038VUndx        	AB1N039VUndx        	AB1N040VUndx        	AB1N001VUndy        	AB1N002VUndy        	AB1N003VUndy        	AB1N004VUndy        	AB1N005VUndy        	AB1N006VUndy        	AB1N007VUndy        	AB1N008VUndy        	AB1N009VUndy        	AB1N010VUndy        	AB1N011VUndy        	AB1N012VUndy        	AB1N013VUndy        	AB1N014VUndy        	AB1N015VUndy        	AB1N016VUndy        	AB1N017VUndy        	AB1N018VUndy        	AB1N019VUndy        	AB1N020VUndy        	AB1N021VUndy        	AB1N022VUndy        	AB1N023VUndy        	AB1N024VUndy        	AB1N025VUndy        	AB1N026VUndy        	AB1N027VUndy        	AB1N028VUndy        	AB1N029VUndy        	AB1N030VUndy        	AB1N031VUndy        	AB1N032VUndy        	AB1N033VUndy        	AB1N034VUndy        	AB1N035VUndy        	AB1N036VUndy        	AB1N037VUndy        	AB1N038VUndy        	AB1N039VUndy        	AB1N040VUndy        	AB1N001VUndz        	AB1N002VUndz        	AB1N003VUndz        	AB1N004VUndz        	AB1N005VUndz        	AB1N006VUndz        	AB1N007VUndz        	AB1N008VUndz        	AB1N009VUndz        	AB1N010VUndz        	AB1N011VUndz        	AB1N012VUndz        	AB1N013VUndz        	AB1N014VUndz        	AB1N015VUndz        	AB1N016VUndz        	AB1N017VUndz        	AB1N018VUndz        	AB1N019VUndz        	AB1N020VUndz        	AB1N021VUndz        	AB1N022VUndz        	AB1N023VUndz        	AB1N024VUndz        	AB1N025VUndz        	AB1N026VUndz        	AB1N027VUndz        	AB1N028VUndz        	AB1N029VUndz        	AB1N030VUndz        	AB1N031VUndz        	AB1N032VUndz        	AB1N033VUndz        	AB1N034VUndz        	AB1N035VUndz        	AB1N036VUndz        	AB1N037VUndz        	AB1N038VUndz        	AB1N039VUndz        	AB1N040VUndz        	AB1N001Ft           	AB1N002Ft           	AB1N003Ft           	AB1N004Ft           	AB1N005Ft           	AB1N006Ft           	AB1N007Ft           	AB1N008Ft           	AB1N009Ft           	AB1N010Ft           	AB1N011Ft           	AB1N012Ft           	AB1N013Ft           	AB1N014Ft           	AB1N015Ft           	AB1N016Ft           	AB1N017Ft           	AB1N018Ft           	AB1N019Ft           	AB1N020Ft           	AB1N021Ft           	AB1N022Ft           	AB1N023Ft           	AB1N024Ft           	AB1N025Ft           	AB1N026Ft           	AB1N027Ft           	AB1N028Ft           	AB1N029Ft           	AB1N030Ft           	AB1N031Ft           	AB1N032Ft           	AB1N033Ft           	AB1N034Ft           	AB1N035Ft           	AB1N036Ft           	AB1N037Ft           	AB1N038Ft           	AB1N039Ft           	AB1N040Ft           	AB1N001Fn           	AB1N002Fn           	AB1N003Fn           	AB1N004Fn           	AB1N005Fn           	AB1N006Fn           	AB1N007Fn           	AB1N008Fn           	AB1N009Fn           	AB1N010Fn           	AB1N011Fn           	AB1N012Fn           	AB1N013Fn           	AB1N014Fn           	AB1N015Fn           	AB1N016Fn           	AB1N017Fn           	AB1N018Fn           	AB1N019Fn           	AB1N020Fn           	AB1N021Fn           	AB1N022Fn           	AB1N023Fn           	AB1N024Fn           	AB1N025Fn           	AB1N026Fn           	AB1N027Fn           	AB1N028Fn           	AB1N029Fn           	AB1N030Fn           	AB1N031Fn           	AB1N032Fn           	AB1N033Fn           	AB1N034Fn           	AB1N035Fn           	AB1N036Fn           	AB1N037Fn           	AB1N038Fn           	AB1N039Fn           	AB1N040Fn           	AB1N001Fy           	AB1N002Fy           	AB1N003Fy           	AB1N004Fy           	AB1N005Fy           	AB1N006Fy           	AB1N007Fy           	AB1N008Fy           	AB1N009Fy           	AB1N010Fy           	AB1N011Fy           	AB1N012Fy           	AB1N013Fy           	AB1N014Fy           	AB1N015Fy           	AB1N016Fy           	AB1N017Fy           	AB1N018Fy           	AB1N019Fy           	AB1N020Fy           	AB1N021Fy           	AB1N022Fy           	AB1N023Fy           	AB1N024Fy           	AB1N025Fy           	AB1N026Fy           	AB1N027Fy           	AB1N028Fy           	AB1N029Fy           	AB1N030Fy           	AB1N031Fy           	AB1N032Fy           	AB1N033Fy           	AB1N034Fy           	AB1N035Fy           	AB1N036Fy           	AB1N037Fy           	AB1N038Fy           	AB1N039Fy           	AB1N040Fy           	AB1N001Fx           	AB1N002Fx           	AB1N003Fx           	AB1N004Fx           	AB1N005Fx           	AB1N006Fx           	AB1N007Fx           	AB1N008Fx           	AB1N009Fx           	AB1N010Fx           	AB1N011Fx           	AB1N012Fx           	AB1N013Fx           	AB1N014Fx           	AB1N015Fx           	AB1N016Fx           	AB1N017Fx           	AB1N018Fx           	AB1N019Fx           	AB1N020Fx           	AB1N021Fx           	AB1N022Fx           	AB1N023Fx           	AB1N024Fx           	AB1N025Fx           	AB1N026Fx           	AB1N027Fx           	AB1N028Fx           	AB1N029Fx           	AB1N030Fx           	AB1N031Fx           	AB1N032Fx           	AB1N033Fx           	AB1N034Fx           	AB1N035Fx           	AB1N036Fx           	AB1N037Fx           	AB1N038Fx           	AB1N039Fx           	AB1N040Fx           	AB1N001Ct           	AB1N002Ct           	AB1N003Ct           	AB1N004Ct           	AB1N005Ct           	AB1N006Ct           	AB1N007Ct           	AB1N008Ct           	AB1N009Ct           	AB1N010Ct           	AB1N011Ct           	AB1N012Ct           	AB1N013Ct           	AB1N014Ct           	AB1N015Ct           	AB1N016Ct           	AB1N017Ct           	AB1N018Ct           	AB1N019Ct           	AB1N020Ct           	AB1N021Ct           	AB1N022Ct           	AB1N023Ct           	AB1N024Ct           	AB1N025Ct           	AB1N026Ct           	AB1N027Ct           	AB1N028Ct           	AB1N029Ct           	AB1N030Ct           	AB1N031Ct           	AB1N032Ct           	AB1N033Ct           	AB1N034Ct           	AB1N035Ct           	AB1N036Ct           	AB1N037Ct           	AB1N038Ct           	AB1N039Ct           	AB1N040Ct           	AB1N001Cn           	AB1N002Cn           	AB1N003Cn           	AB1N004Cn           	AB1N005Cn           	AB1N006Cn           	AB1N007Cn           	AB1N008Cn           	AB1N009Cn           	AB1N010Cn           	AB1N011Cn           	AB1N012Cn           	AB1N013Cn           	AB1N014Cn           	AB1N015Cn           	AB1N016Cn           	AB1N017Cn           	AB1N018Cn           	AB1N019Cn           	AB1N020Cn           	AB1N021Cn           	AB1N022Cn           	AB1N023Cn           	AB1N024Cn           	AB1N025Cn           	AB1N026Cn           	AB1N027Cn           	AB1N028Cn           	AB1N029Cn           	AB1N030Cn           	AB1N031Cn           	AB1N032Cn           	AB1N033Cn           	AB1N034Cn           	AB1N035Cn           	AB1N036Cn           	AB1N037Cn           	AB1N038Cn           	AB1N039Cn           	AB1N040Cn           	AB1N001Cy           	AB1N002Cy           	AB1N003Cy           	AB1N004Cy           	AB1N005Cy           	AB1N006Cy           	AB1N007Cy           	AB1N008Cy           	AB1N009Cy           	AB1N010Cy           	AB1N011Cy           	AB1N012Cy           	AB1N013Cy           	AB1N014Cy           	AB1N015Cy           	AB1N016Cy           	AB1N017Cy           	AB1N018Cy           	AB1N019Cy           	AB1N020Cy           	AB1N021Cy           	AB1N022Cy           	AB1N023Cy           	AB1N024Cy           	AB1N025Cy           	AB1N026Cy           	AB1N027Cy           	AB1N028Cy           	AB1N029Cy           	AB1N030Cy           	AB1N031Cy           	AB1N032Cy           	AB1N033Cy           	AB1N034Cy           	AB1N035Cy           	AB1N036Cy           	AB1N037Cy           	AB1N038Cy           	AB1N039Cy           	AB1N040Cy           	AB1N001Cx           	AB1N002Cx           	AB1N003Cx           	AB1N004Cx           	AB1N005Cx           	AB1N006Cx           	AB1N007Cx           	AB1N008Cx           	AB1N009Cx           	AB1N010Cx           	AB1N011Cx           	AB1N012Cx           	AB1N013Cx           	AB1N014Cx           	AB1N015Cx           	AB1N016Cx           	AB1N017Cx           	AB1N018Cx           	AB1N019Cx           	AB1N020Cx           	AB1N021Cx           	AB1N022Cx           	AB1N023Cx           	AB1N024Cx           	AB1N025Cx           	AB1N026Cx           	AB1N027Cx           	AB1N028Cx           	AB1N029Cx           	AB1N030Cx           	AB1N031Cx           	AB1N032Cx           	AB1N033Cx           	AB1N034Cx           	AB1N035Cx           	AB1N036Cx           	AB1N037Cx           	AB1N038Cx           	AB1N039Cx           	AB1N040Cx           	AB1N001Alpha        	AB1N002Alpha        	AB1N003Alpha        	AB1N004Alpha        	AB1N005Alpha        	AB1N006Alpha        	AB1N007Alpha        	AB1N008Alpha        	AB1N009Alpha        	AB1N010Alpha        	AB1N011Alpha        	AB1N012Alpha        	AB1N013Alpha        	AB1N014Alpha        	AB1N015Alpha        	AB1N016Alpha        	AB1N017Alpha        	AB1N018Alpha        	AB1N019Alpha        	AB1N020Alpha        	AB1N021Alpha        	AB1N022Alpha        	AB1N023Alpha        	AB1N024Alpha        	AB1N025Alpha        	AB1N026Alpha        	AB1N027Alpha        	AB1N028Alpha        	AB1N029Alpha        	AB1N030Alpha        	AB1N031Alpha        	AB1N032Alpha        	AB1N033Alpha        	AB1N034Alpha        	AB1N035Alpha        	AB1N036Alpha        	AB1N037Alpha        	AB1N038Alpha        	AB1N039Alpha        	AB1N040Alpha        
      (s)           	(W)                 	(N)                 	(N-m)               	(-)                 	(-)                 	(-)                 	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(m/s)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(N/m)               	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(-)                 	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               	(deg)               
         0.0000	           1.396E+06	           3.525E+05	           2.220E+06	           4.255E-01	           4.574E-02	           6.450E-01	           3.337E+02	           4.673E+02	           9.211E+02	           1.217E+03	           1.823E+03	           2.340E+03	           2.433E+03	           2.359E+03	           2.055E+03	           9.072E+01	           4.038E+01	           4.319E+01	           2.569E+01	           4.730E+01	           1.016E+02	           1.185E+02	           1.252E+02	           1.049E+02	           1.827E+00	           9.294E-01	           7.693E-01	           5.999E-01	           6.292E-01	           7.371E-01	           7.703E-01	           7.979E-01	           7.849E-01	           4.966E-01	           8.032E-02	           3.606E-02	           1.266E-02	           1.633E-02	           3.201E-02	           3.753E-02	           4.236E-02	           4.006E-02	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           5.977E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           0.000E+00	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	           5.229E-01	          -5.883E+00	          -5.456E+01	           9.072E+01	           7.883E+01	           5.621E+01	           4.038E+01	           4.207E+01	           4.319E+01	           3.416E+01	           4.319E+01	           3.622E+01	           2.986E+01	           2.889E+01	           2.569E+01	           2.467E+01	           2.563E+01	           2.869E+01	           3.345E+01	           3.988E+01	           4.730E+01	           5.502E+01	           6.326E+01	           7.149E+01	           7.973E+01	           8.745E+01	           9.487E+01	           1.016E+02	           1.079E+02	           1.136E+02	           1.185E+02	           1.224E+02	           1.251E+02	           1.260E+02	           1.252E+02	           1.218E+02	           1.152E+02	           1.049E+02	           8.862E+01	           6.056E+01	          -1.306E+01	          -1.521E+00	           5.613E+01	           3.337E+02	           3.889E+02	           4.195E+02	           4.673E+02	           6.552E+02	           8.939E+02	           9.862E+02	           9.211E+02	           9.902E+02	           1.058E+03	           1.143E+03	           1.217E+03	           1.301E+03	           1.398E+03	           1.498E+03	           1.605E+03	           1.715E+03	           1.823E+03	           1.921E+03	           2.014E+03	           2.098E+03	           2.171E+03	           2.236E+03	           2.287E+03	           2.340E+03	           2.379E+03	           2.410E+03	           2.433E+03	           2.442E+03	           2.434E+03	           2.404E+03	           2.359E+03	           2.285E+03	           2.179E+03	           2.055E+03	           1.849E+03	           1.560E+03	           3.260E+02	          -6.076E+00	          -3.877E+01	           1.714E+02	           1.734E+02	           1.576E+02	           1.502E+02	           1.883E+02	           2.304E+02	           2.273E+02	           2.116E+02	           2.065E+02	           2.014E+02	           2.035E+02	           2.004E+02	           1.987E+02	           1.985E+02	           1.990E+02	           2.001E+02	           2.016E+02	           2.029E+02	           2.036E+02	           2.041E+02	           2.042E+02	           2.039E+02	           2.031E+02	           2.017E+02	           2.004E+02	           1.983E+02	           1.957E+02	           1.924E+02	           1.882E+02	           1.829E+02	           1.761E+02	           1.679E+02	           1.577E+02	           1.449E+02	           1.291E+02	           1.075E+02	           7.429E+01	          -1.061E+01	           0.000E+00	           6.800E+01	           3.004E+02	           3.569E+02	           3.928E+02	           4.443E+02	           6.290E+02	           8.648E+02	           9.602E+02	           8.975E+02	           9.691E+02	           1.039E+03	           1.125E+03	           1.201E+03	           1.286E+03	           1.384E+03	           1.485E+03	           1.593E+03	           1.704E+03	           1.812E+03	           1.911E+03	           2.005E+03	           2.089E+03	           2.163E+03	           2.229E+03	           2.280E+03	           2.333E+03	           2.373E+03	           2.405E+03	           2.428E+03	           2.438E+03	           2.430E+03	           2.401E+03	           2.356E+03	           2.283E+03	           2.177E+03	           2.054E+03	           1.848E+03	           1.560E+03	           3.261E+02	          -5.809E-01	          -4.182E-01	           4.966E-01	           3.015E-01	           1.522E-01	           8.032E-02	           6.425E-02	           5.262E-02	           3.419E-02	           3.606E-02	           2.576E-02	           1.842E-02	           1.579E-02	           1.266E-02	           1.113E-02	           1.070E-02	           1.127E-02	           1.247E-02	           1.425E-02	           1.633E-02	           1.849E-02	           2.081E-02	           2.314E-02	           2.553E-02	           2.777E-02	           3.007E-02	           3.201E-02	           3.398E-02	           3.586E-02	           3.753E-02	           3.903E-02	           4.044E-02	           4.161E-02	           4.236E-02	           4.257E-02	           4.212E-02	           4.006E-02	           3.667E-02	           2.749E-02	          -1.140E-02	          -1.502E-01	           4.302E-01	           1.827E+00	           1.487E+00	           1.136E+00	           9.294E-01	           1.001E+00	           1.089E+00	           9.870E-01	           7.693E-01	           7.043E-01	           6.526E-01	           6.250E-01	           5.999E-01	           5.871E-01	           5.834E-01	           5.882E-01	           5.983E-01	           6.129E-01	           6.292E-01	           6.456E-01	           6.625E-01	           6.790E-01	           6.953E-01	           7.101E-01	           7.249E-01	           7.371E-01	           7.492E-01	           7.605E-01	           7.703E-01	           7.790E-01	           7.871E-01	           7.937E-01	           7.979E-01	           7.991E-01	           7.966E-01	           7.849E-01	           7.653E-01	           7.083E-01	           2.846E-01	          -6.000E-01	          -2.972E-01	           9.382E-01	           6.634E-01	           4.267E-01	           2.987E-01	           2.876E-01	           2.807E-01	           2.275E-01	           1.767E-01	           1.469E-01	           1.242E-01	           1.113E-01	           9.874E-02	           8.964E-02	           8.287E-02	           7.814E-02	           7.460E-02	           7.203E-02	           7.003E-02	           6.842E-02	           6.715E-02	           6.610E-02	           6.528E-02	           6.450E-02	           6.395E-02	           6.312E-02	           6.245E-02	           6.175E-02	           6.093E-02	           6.005E-02	           5.915E-02	           5.814E-02	           5.680E-02	           5.513E-02	           5.298E-02	           4.932E-02	           4.447E-02	           3.372E-02	          -9.265E-03	           0.000E+00	           5.212E-01	           1.644E+00	           1.365E+00	           1.064E+00	           8.838E-01	           9.605E-01	           1.054E+00	           9.610E-01	           7.495E-01	           6.893E-01	           6.410E-01	           6.152E-01	           5.919E-01	           5.803E-01	           5.776E-01	           5.831E-01	           5.938E-01	           6.088E-01	           6.255E-01	           6.422E-01	           6.594E-01	           6.761E-01	           6.927E-01	           7.077E-01	           7.227E-01	           7.350E-01	           7.473E-01	           7.588E-01	           7.688E-01	           7.777E-01	           7.859E-01	           7.927E-01	           7.970E-01	           7.983E-01	           7.959E-01	           7.844E-01	           7.649E-01	           7.080E-01	           2.847E-01	          -1.450E+01	           4.581E+01	           2.077E+01	           1.684E+01	           1.358E+01	           1.058E+01	           6.878E+00	           3.792E+00	           3.100E+00	           3.605E+00	           3.089E+00	           2.678E+00	           2.316E+00	           2.109E+00	           2.003E+00	           1.974E+00	           2.013E+00	           2.096E+00	           2.216E+00	           2.350E+00	           2.485E+00	           2.625E+00	           2.761E+00	           2.896E+00	           3.018E+00	           3.140E+00	           3.241E+00	           3.341E+00	           3.434E+00	           3.516E+00	           3.588E+00	           3.655E+00	           3.709E+00	           3.744E+00	           3.754E+00	           3.733E+00	           3.637E+00	           3.474E+00	           3.003E+00	          -4.306E-01
