-------  ELASTODYN V1.00.* INDIVIDUAL BLADE INPUT FILE  --------------------------
DTU 10MW onshore reference wind turbine v0.1 - OpenFAST v2.4
---------------------- BLADE PARAMETERS ----------------------------------------
         40   NBlInpSt    - Number of blade input stations (-)
        3.0   BldFlDmp(1) - Blade flap mode #1 structural damping in percent of critical (%)
        8.4   BldFlDmp(2) - Blade flap mode #2 structural damping in percent of critical (%)
        3.0   BldEdDmp(1) - Blade edge mode #1 structural damping in percent of critical (%)
---------------------- BLADE ADJUSTMENT FACTORS --------------------------------
        1.0   FlStTunr(1) - Blade flapwise modal stiffness tuner, 1st mode (-)
        1.0   FlStTunr(2) - Blade flapwise modal stiffness tuner, 2nd mode (-)
        1.0   AdjBlMs     - Factor to adjust blade mass density (-)  
        1.0   AdjFlSt     - Factor to adjust blade flap stiffness (-)
        1.0   AdjEdSt     - Factor to adjust blade edge stiffness (-)
---------------------- DISTRIBUTED BLADE PROPERTIES ----------------------------
          BlFract          PitchAxis          StrcTwst          BMassDen          FlpStff          EdgStff          GJStff          EAStff          Alpha          FlpIner          EdgIner          PrecrvRef          PreswpRef          FlpcgOf          EdgcgOf          FlpEAOf          EdgEAOf
              (-)              (-)              (deg)              (kg/m)              (Nm^2)              (Nm^2)              (Nm^2)              (N)              (-)              (kg m)              (kg m)              (m)              (m)              (m)              (m)              (m)              (m)
0.79487	 0.21440	 0.67995	 156.73361	 215796860.02313	 843902655.46525	 49442061.09977	 2537553269.53708	 0.00000	 11.51114	 64.97224	 -1.89846	 0.02070	 0.27369	 0.02361	 0.19850	 0.00000	
0.82051	 0.21309	 0.64811	 139.23365	 169053570.67069	 677475842.29926	 41145890.41431	 2229165662.17783	 0.00000	 9.08789	 52.44428	 -2.04696	 0.01849	 0.26723	 0.02133	 0.19261	 0.00000	
0.84615	 0.21025	 0.58925	 119.46494	 128684872.93435	 523099100.29270	 33643313.99824	 1900744785.88117	 0.00000	 6.95947	 40.39390	 -2.20919	 0.01742	 0.25192	 0.02001	 0.18623	 0.00000	
0.87179	 0.20853	 0.54722	 100.82716	 93906709.32922	 400187639.04532	 25786087.72591	 1571008084.50567	 0.00000	 5.11777	 31.61321	 -2.38336	 0.01511	 0.25163	 0.01772	 0.18471	 0.00000	
0.89744	 0.20420	 0.56592	 85.13277	 67285455.46916	 309263330.02151	 21078432.30536	 1296573980.49436	 0.00000	 3.73570	 24.33809	 -2.55580	 0.01323	 0.24659	 0.01553	 0.18998	 0.00000	
0.92308	 0.20194	 0.54989	 67.92429	 43840547.71841	 215271460.42267	 15421757.76410	 1000444241.74758	 0.00000	 2.48019	 17.51461	 -2.73612	 0.01133	 0.24159	 0.01352	 0.18703	 0.00000	
0.94872	 0.19885	 0.61634	 50.63736	 24127904.15644	 139663161.90558	 10240080.06537	 716771430.34047	 0.00000	 1.40574	 11.41738	 -2.93012	 0.00827	 0.24743	 0.01031	 0.19368	 0.00000	
0.97436	 0.19422	 0.73403	 32.85231	 8816847.32945	 69975959.07668	 4972460.08351	 427337159.59563	 0.00000	 0.56548	 5.70139	 -3.13213	 0.00551	 0.23551	 0.00679	 0.20769	 0.00000	
1.00000	 0.21733	 0.96000	 15.42400	 1027500.00000	 12714000.00000	 793300.00000	 172200000.00000	 0.00000	 0.08104	 1.12270	 -3.33690	 0.00225	 0.16618	 0.00279	 0.16024	 0.00000	
---------------------- BLADE MODE SHAPES ---------------------------------------
0.1351	 BldFl1Sh(2) - Flap mode 1, coeff of x^2
0.1443	 BldFl1Sh(3) -            , coeff of x^3
1.2610	 BldFl1Sh(4) -            , coeff of x^4
0.08439	 BldFl1Sh(5) -            , coeff of x^5
-0.6245	 BldFl1Sh(6) -            , coeff of x^6
-1.245	 BldFl2Sh(2) - Flap mode 2, coeff of x^2
8.075	 BldFl2Sh(3) -            , coeff of x^3
-30.73	 BldFl2Sh(4) -            , coeff of x^4
42.07	 BldFl2Sh(5) -            , coeff of x^5
-17.17	 BldFl2Sh(6) -            , coeff of x^6
0.362	 BldEdgSh(2) - Edge mode 1, coeff of x^2
0.828	 BldEdgSh(3) -            , coeff of x^3
0.4562   BldEdgSh(4) -            , coeff of x^4
-0.7149	 BldEdgSh(5) -            , coeff of x^5
0.06974  BldEdgSh(6) -            , coeff of x^6
